latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,4.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h)
2023-03-26T23:00,4.3,0.00,0.00,0.00,0.00,32,11.7,21.6
2023-03-27T00:00,4.3,0.00,0.00,0.00,0.00,35,9.5,18.0
2023-03-27T01:00,4.0,0.00,0.00,0.00,0.00,46,9.8,18.4
2023-03-27T02:00,3.6,0.00,0.00,0.00,0.00,78,11.3,20.2
2023-03-27T03:00,3.4,0.00,0.00,0.00,0.00,74,12.1,18.7
2023-03-27T04:00,3.3,0.00,0.00,0.00,0.00,46,14.2,18.4
2023-03-27T05:00,3.3,0.10,0.10,0.00,0.00,37,14.5,20.2
2023-03-27T06:00,3.3,0.10,0.10,0.00,0.00,31,12.9,20.9
2023-03-27T07:00,4.0,0.00,0.00,0.00,0.00,19,11.8,22.0
2023-03-27T08:00,5.3,0.10,0.10,0.00,0.00,24,14.0,29.5
2023-03-27T09:00,6.1,0.10,0.10,0.00,0.00,33,19.5,40.0
2023-03-27T10:00,6.5,0.10,0.10,0.00,0.00,46,18.0,42.1
2023-03-27T11:00,6.9,0.10,0.10,0.00,0.00,68,18.3,44.3
2023-03-27T12:00,6.9,0.10,0.10,0.00,0.00,44,18.9,43.9
2023-03-27T13:00,7.2,0.20,0.20,0.00,0.00,43,19.2,45.7
2023-03-27T14:00,7.1,0.00,0.00,0.00,0.00,51,19.3,44.6
2023-03-27T15:00,7.0,0.00,0.00,0.00,0.00,32,20.0,43.9
2023-03-27T16:00,6.6,0.00,0.00,0.00,0.00,29,20.6,40.7
2023-03-27T17:00,6.2,0.00,0.00,0.00,0.00,0,17.1,33.8
2023-03-27T18:00,5.2,0.00,0.00,0.00,0.00,0,10.9,21.2
2023-03-27T19:00,4.1,0.00,0.00,0.00,0.00,0,6.7,11.9
2023-03-27T20:00,3.3,0.00,0.00,0.00,0.00,0,8.9,13.0
2023-03-27T21:00,2.1,0.00,0.00,0.00,0.00,0,8.0,9.7
2023-03-27T22:00,2.1,0.00,0.00,0.00,0.00,0,7.6,7.2
2023-03-27T23:00,0.3,0.00,0.00,0.00,0.00,0,6.1,9.7
2023-03-28T00:00,-0.8,0.00,0.00,0.00,0.00,0,7.7,12.2
2023-03-28T01:00,-1.0,0.00,0.00,0.00,0.00,1,6.5,13.0
2023-03-28T02:00,-1.0,0.00,0.00,0.00,0.00,6,6.8,14.4
2023-03-28T03:00,-1.0,0.00,0.00,0.00,0.00,17,6.5,14.0
2023-03-28T04:00,-0.9,0.00,0.00,0.00,0.00,30,6.5,13.7
2023-03-28T05:00,-0.7,0.00,0.00,0.00,0.00,51,7.6,14.4
2023-03-28T06:00,-0.1,0.00,0.00,0.00,0.00,100,9.2,18.0
2023-03-28T07:00,1.3,0.00,0.00,0.00,0.00,100,12.1,20.9
2023-03-28T08:00,3.2,0.00,0.00,0.00,0.00,100,12.3,24.8
2023-03-28T09:00,4.5,0.00,0.00,0.00,0.00,100,14.3,28.4
2023-03-28T10:00,5.9,0.00,0.00,0.00,0.00,100,14.7,32.4
2023-03-28T11:00,7.1,0.00,0.00,0.00,0.00,100,16.6,34.6
2023-03-28T12:00,8.2,0.00,0.00,0.00,0.00,91,17.3,35.3
2023-03-28T13:00,9.1,0.00,0.00,0.00,0.00,100,18.8,37.8
2023-03-28T14:00,9.9,0.00,0.00,0.00,0.00,84,16.3,42.1
2023-03-28T15:00,9.1,0.20,0.20,0.00,0.00,80,14.3,30.2
2023-03-28T16:00,8.2,0.80,0.80,0.00,0.00,87,14.8,26.6
2023-03-28T17:00,7.7,0.40,0.40,0.00,0.00,86,15.2,29.2
2023-03-28T18:00,7.4,0.10,0.10,0.00,0.00,87,15.6,33.1
2023-03-28T19:00,6.3,0.20,0.20,0.00,0.00,53,15.5,27.4
2023-03-28T20:00,6.1,0.00,0.00,0.00,0.00,64,15.0,27.7
2023-03-28T21:00,6.0,0.00,0.00,0.00,0.00,100,14.4,27.7
2023-03-28T22:00,6.3,0.00,0.00,0.00,0.00,100,17.1,27.7
2023-03-28T23:00,6.6,0.00,0.00,0.00,0.00,100,16.3,27.0
2023-03-29T00:00,6.9,0.00,0.00,0.00,0.00,100,15.6,25.9
2023-03-29T01:00,7.2,0.00,0.00,0.00,0.00,100,15.7,25.9
2023-03-29T02:00,7.5,0.00,0.00,0.00,0.00,50,14.7,25.6
2023-03-29T03:00,7.7,0.00,0.00,0.00,0.00,100,13.5,23.0
2023-03-29T04:00,7.7,0.00,0.00,0.00,0.00,100,13.0,22.7
2023-03-29T05:00,7.8,0.00,0.00,0.00,0.00,100,13.8,23.8
2023-03-29T06:00,8.0,0.00,0.00,0.00,0.00,100,13.5,24.5
2023-03-29T07:00,8.6,0.00,0.00,0.00,0.00,100,13.5,24.8
2023-03-29T08:00,9.7,0.00,0.00,0.00,0.00,100,14.3,25.9
2023-03-29T09:00,10.9,0.00,0.00,0.00,0.00,100,14.0,28.1
2023-03-29T10:00,12.4,0.00,0.00,0.00,0.00,100,14.3,30.2
2023-03-29T11:00,14.0,0.00,0.00,0.00,0.00,100,15.1,38.5
2023-03-29T12:00,15.0,0.00,0.00,0.00,0.00,100,15.7,37.8
2023-03-29T13:00,15.7,0.00,0.00,0.00,0.00,100,16.6,38.5
2023-03-29T14:00,16.1,0.00,0.00,0.00,0.00,100,17.8,33.1
2023-03-29T15:00,16.3,0.00,0.00,0.00,0.00,100,14.9,28.8
2023-03-29T16:00,16.3,0.00,0.00,0.00,0.00,62,15.6,28.4
2023-03-29T17:00,16.0,0.00,0.00,0.00,0.00,33,15.6,29.2
2023-03-29T18:00,15.2,0.00,0.00,0.00,0.00,30,16.3,31.0
2023-03-29T19:00,14.2,0.00,0.00,0.00,0.00,34,17.6,32.4
2023-03-29T20:00,14.1,0.00,0.00,0.00,0.00,44,18.8,34.9
2023-03-29T21:00,14.0,0.00,0.00,0.00,0.00,25,20.5,37.4
2023-03-29T22:00,14.1,0.00,0.00,0.00,0.00,50,26.9,42.8
2023-03-29T23:00,14.7,0.00,0.00,0.00,0.00,50,24.2,43.2
2023-03-30T00:00,13.9,0.20,0.20,0.00,0.00,68,22.9,41.0
2023-03-30T01:00,13.4,0.00,0.00,0.00,0.00,94,21.9,39.2
2023-03-30T02:00,13.1,0.00,0.00,0.00,0.00,53,21.4,40.0
2023-03-30T03:00,12.9,0.10,0.10,0.00,0.00,45,20.0,40.3
2023-03-30T04:00,12.4,0.10,0.10,0.00,0.00,86,20.5,40.0
2023-03-30T05:00,11.5,0.50,0.50,0.00,0.00,62,22.4,49.0
2023-03-30T06:00,11.2,0.30,0.30,0.00,0.00,56,23.9,44.6
2023-03-30T07:00,11.3,0.10,0.10,0.00,0.00,57,25.7,54.4
2023-03-30T08:00,11.8,0.20,0.20,0.00,0.00,100,24.7,47.5
2023-03-30T09:00,12.4,0.10,0.10,0.00,0.00,100,26.1,51.5
2023-03-30T10:00,13.3,0.10,0.10,0.00,0.00,72,26.4,57.2
2023-03-30T11:00,14.1,0.20,0.20,0.00,0.00,95,25.0,59.4
2023-03-30T12:00,14.6,0.30,0.30,0.00,0.00,95,27.6,66.6
2023-03-30T13:00,14.5,0.30,0.30,0.00,0.00,70,25.3,68.0
2023-03-30T14:00,14.2,0.50,0.50,0.00,0.00,53,23.3,65.5
2023-03-30T15:00,14.3,0.10,0.10,0.00,0.00,57,24.1,51.5
2023-03-30T16:00,13.8,0.10,0.10,0.00,0.00,54,24.9,45.0
2023-03-30T17:00,13.1,0.30,0.30,0.00,0.00,48,21.1,38.5
2023-03-30T18:00,12.3,0.00,0.00,0.00,0.00,23,19.2,33.1
2023-03-30T19:00,11.9,0.00,0.00,0.00,0.00,45,18.6,33.8
2023-03-30T20:00,11.4,0.00,0.00,0.00,0.00,51,17.1,31.3
2023-03-30T21:00,11.0,0.00,0.00,0.00,0.00,57,15.9,28.8
2023-03-30T22:00,10.9,0.00,0.00,0.00,0.00,72,20.1,33.8
2023-03-30T23:00,10.7,0.20,0.20,0.00,0.00,98,21.0,36.4
2023-03-31T00:00,10.7,0.60,0.60,0.00,0.00,91,21.5,38.5
2023-03-31T01:00,10.6,1.40,1.40,0.00,0.00,100,20.8,41.0
2023-03-31T02:00,10.5,0.90,0.90,0.00,0.00,100,22.7,40.7
2023-03-31T03:00,10.4,0.20,0.20,0.00,0.00,100,27.7,51.5
2023-03-31T04:00,10.0,0.90,0.90,0.00,0.00,100,26.6,50.4
2023-03-31T05:00,10.1,1.10,1.10,0.00,0.00,100,24.5,47.5
2023-03-31T06:00,10.3,1.10,1.10,0.00,0.00,100,25.5,59.0
2023-03-31T07:00,10.3,0.90,0.90,0.00,0.00,100,27.0,49.3
2023-03-31T08:00,10.3,0.80,0.80,0.00,0.00,100,28.7,51.5
2023-03-31T09:00,10.6,0.60,0.60,0.00,0.00,100,31.0,59.4
2023-03-31T10:00,11.2,0.40,0.40,0.00,0.00,100,27.7,75.2
2023-03-31T11:00,11.4,0.80,0.80,0.00,0.00,100,30.4,64.8
2023-03-31T12:00,11.1,0.80,0.80,0.00,0.00,100,31.8,77.4
2023-03-31T13:00,11.0,0.50,0.50,0.00,0.00,100,34.2,65.2
2023-03-31T14:00,11.1,0.20,0.20,0.00,0.00,100,29.9,65.2
2023-03-31T15:00,11.2,0.20,0.20,0.00,0.00,100,34.5,62.3
2023-03-31T16:00,11.1,0.30,0.30,0.00,0.00,100,33.6,61.2
2023-03-31T17:00,10.9,0.10,0.10,0.00,0.00,100,33.1,67.0
2023-03-31T18:00,10.5,0.20,0.20,0.00,0.00,100,33.4,65.9
2023-03-31T19:00,10.4,0.20,0.20,0.00,0.00,100,33.4,62.6
2023-03-31T20:00,10.2,0.60,0.60,0.00,0.00,100,33.1,66.2
2023-03-31T21:00,9.7,1.00,1.00,0.00,0.00,100,32.6,63.0
2023-03-31T22:00,9.6,1.40,1.40,0.00,0.00,100,29.8,60.1
2023-03-31T23:00,9.4,1.50,1.50,0.00,0.00,100,26.3,55.4
2023-04-01T00:00,9.1,1.10,1.10,0.00,0.00,100,23.3,46.4
2023-04-01T01:00,8.9,0.50,0.50,0.00,0.00,100,22.9,39.2
2023-04-01T02:00,8.7,0.10,0.10,0.00,0.00,100,22.8,38.5
2023-04-01T03:00,8.5,0.20,0.20,0.00,0.00,100,22.7,40.0
2023-04-01T04:00,8.3,0.20,0.20,0.00,0.00,100,22.0,40.3
2023-04-01T05:00,8.1,0.40,0.40,0.00,0.00,100,21.3,39.6
2023-04-01T06:00,8.0,0.10,0.10,0.00,0.00,100,20.3,35.6
2023-04-01T07:00,8.4,0.30,0.30,0.00,0.00,100,18.7,32.0
2023-04-01T08:00,8.7,0.20,0.20,0.00,0.00,100,20.5,33.8
2023-04-01T09:00,9.1,0.10,0.10,0.00,0.00,100,23.6,36.4
2023-04-01T10:00,9.3,0.10,0.10,0.00,0.00,100,19.5,35.6
2023-04-01T11:00,9.5,0.10,0.10,0.00,0.00,100,18.2,36.4
2023-04-01T12:00,9.5,0.10,0.10,0.00,0.00,100,20.9,33.5
2023-04-01T13:00,9.4,0.20,0.20,0.00,0.00,100,21.9,32.8
2023-04-01T14:00,9.4,0.10,0.10,0.00,0.00,100,20.5,35.6
2023-04-01T15:00,9.3,0.10,0.10,0.00,0.00,100,17.7,36.0
2023-04-01T16:00,9.0,0.10,0.10,0.00,0.00,100,17.7,34.2
2023-04-01T17:00,8.5,0.10,0.10,0.00,0.00,100,16.3,30.2
2023-04-01T18:00,8.2,0.20,0.20,0.00,0.00,100,16.1,27.4
2023-04-01T19:00,8.1,0.10,0.10,0.00,0.00,100,19.1,36.0
2023-04-01T20:00,8.0,0.00,0.00,0.00,0.00,100,18.9,36.0
2023-04-01T21:00,7.9,0.10,0.10,0.00,0.00,100,19.1,35.6
2023-04-01T22:00,7.8,0.10,0.10,0.00,0.00,100,17.3,36.4
2023-04-01T23:00,7.6,0.10,0.10,0.00,0.00,100,17.2,36.7
2023-04-02T00:00,7.5,0.20,0.20,0.00,0.00,100,17.8,36.0
2023-04-02T01:00,7.2,0.10,0.10,0.00,0.00,100,17.3,34.2
2023-04-02T02:00,7.0,0.20,0.20,0.00,0.00,100,16.9,33.1
2023-04-02T03:00,6.7,0.20,0.20,0.00,0.00,100,16.6,33.5
2023-04-02T04:00,6.4,0.10,0.10,0.00,0.00,100,16.3,34.9
2023-04-02T05:00,6.1,0.00,0.00,0.00,0.00,100,16.3,35.6
2023-04-02T06:00,5.7,0.00,0.00,0.00,0.00,100,16.9,34.9
2023-04-02T07:00,5.6,0.00,0.00,0.00,0.00,100,18.2,34.2
2023-04-02T08:00,5.4,0.00,0.00,0.00,0.00,98,18.3,36.0
2023-04-02T09:00,5.4,0.00,0.00,0.00,0.00,94,18.1,36.4
2023-04-02T10:00,5.8,0.00,0.00,0.00,0.00,95,15.8,36.7
2023-04-02T11:00,6.1,0.00,0.00,0.00,0.00,93,16.1,35.3
2023-04-02T12:00,7.0,0.00,0.00,0.00,0.00,91,16.1,35.3
2023-04-02T13:00,7.8,0.00,0.00,0.00,0.00,90,16.4,33.5
2023-04-02T14:00,8.4,0.00,0.00,0.00,0.00,90,16.5,33.1
2023-04-02T15:00,8.9,0.00,0.00,0.00,0.00,90,16.2,31.3
2023-04-02T16:00,8.8,0.00,0.00,0.00,0.00,90,15.4,29.9
2023-04-02T17:00,8.7,0.00,0.00,0.00,0.00,90,14.8,28.1
2023-04-02T18:00,8.0,0.00,0.00,0.00,0.00,85,12.5,21.6
2023-04-02T19:00,7.1,0.00,0.00,0.00,0.00,83,12.5,24.8
2023-04-02T20:00,6.7,0.00,0.00,0.00,0.00,78,12.7,22.7
2023-04-02T21:00,6.4,0.00,0.00,0.00,0.00,62,12.4,22.0
2023-04-02T22:00,6.0,0.00,0.00,0.00,0.00,47,9.2,19.1
2023-04-02T23:00,5.6,0.00,0.00,0.00,0.00,42,8.0,16.6
2023-04-03T00:00,4.9,0.00,0.00,0.00,0.00,45,7.2,13.7
2023-04-03T01:00,4.2,0.00,0.00,0.00,0.00,42,7.6,14.4
2023-04-03T02:00,3.9,0.00,0.00,0.00,0.00,50,9.2,17.3
2023-04-03T03:00,3.7,0.00,0.00,0.00,0.00,52,10.0,18.4
2023-04-03T04:00,3.4,0.00,0.00,0.00,0.00,53,11.2,18.7
2023-04-03T05:00,3.0,0.00,0.00,0.00,0.00,57,11.7,19.1
2023-04-03T06:00,3.1,0.00,0.00,0.00,0.00,44,12.6,21.2
2023-04-03T07:00,3.9,0.00,0.00,0.00,0.00,50,13.7,24.8
2023-04-03T08:00,5.3,0.00,0.00,0.00,0.00,49,15.5,32.0
2023-04-03T09:00,6.6,0.00,0.00,0.00,0.00,47,17.1,35.6
2023-04-03T10:00,7.6,0.00,0.00,0.00,0.00,40,16.0,39.2
2023-04-03T11:00,8.4,0.00,0.00,0.00,0.00,24,17.4,38.9
2023-04-03T12:00,9.1,0.00,0.00,0.00,0.00,16,17.6,38.9
2023-04-03T13:00,9.6,0.00,0.00,0.00,0.00,0,17.9,38.2
2023-04-03T14:00,9.8,0.00,0.00,0.00,0.00,0,18.0,37.1
2023-04-03T15:00,9.7,0.00,0.00,0.00,0.00,0,17.7,36.0
2023-04-03T16:00,9.3,0.00,0.00,0.00,0.00,0,18.1,34.9
2023-04-03T17:00,8.7,0.00,0.00,0.00,0.00,0,15.6,29.9
2023-04-03T18:00,7.4,0.00,0.00,0.00,0.00,0,14.5,27.0
2023-04-03T19:00,6.4,0.00,0.00,0.00,0.00,0,14.8,26.6
2023-04-03T20:00,5.5,0.00,0.00,0.00,0.00,0,15.3,27.4
2023-04-03T21:00,4.8,0.00,0.00,0.00,0.00,0,15.7,27.7
2023-04-03T22:00,4.3,0.00,0.00,0.00,0.00,0,15.1,27.4
2023-04-03T23:00,3.7,0.00,0.00,0.00,0.00,24,14.1,25.6
2023-04-04T00:00,3.1,0.00,0.00,0.00,0.00,29,12.0,22.7
2023-04-04T01:00,2.6,0.00,0.00,0.00,0.00,29,11.0,20.5
2023-04-04T02:00,2.2,0.00,0.00,0.00,0.00,28,10.0,19.1
2023-04-04T03:00,1.7,0.00,0.00,0.00,0.00,15,8.5,17.3
2023-04-04T04:00,1.1,0.00,0.00,0.00,0.00,0,8.6,15.8
2023-04-04T05:00,0.5,0.00,0.00,0.00,0.00,0,8.2,14.0
2023-04-04T06:00,0.4,0.00,0.00,0.00,0.00,0,7.9,15.8
2023-04-04T07:00,1.9,0.00,0.00,0.00,0.00,14,9.0,18.7
2023-04-04T08:00,3.8,0.00,0.00,0.00,0.00,21,9.3,22.0
2023-04-04T09:00,5.4,0.00,0.00,0.00,0.00,11,10.4,25.2
2023-04-04T10:00,6.5,0.00,0.00,0.00,0.00,35,10.7,28.1
2023-04-04T11:00,7.4,0.00,0.00,0.00,0.00,23,10.8,27.7
2023-04-04T12:00,8.2,0.00,0.00,0.00,0.00,0,11.2,27.0
2023-04-04T13:00,8.9,0.00,0.00,0.00,0.00,0,11.3,25.9
2023-04-04T14:00,9.3,0.00,0.00,0.00,0.00,0,10.4,23.8
2023-04-04T15:00,9.5,0.00,0.00,0.00,0.00,0,9.3,22.3
2023-04-04T16:00,9.4,0.00,0.00,0.00,0.00,0,8.9,20.2
2023-04-04T17:00,8.9,0.00,0.00,0.00,0.00,0,8.2,15.5
2023-04-04T18:00,7.8,0.00,0.00,0.00,0.00,0,6.7,11.2
2023-04-04T19:00,6.5,0.00,0.00,0.00,0.00,0,8.3,13.3
2023-04-04T20:00,5.2,0.00,0.00,0.00,0.00,0,8.4,13.7
2023-04-04T21:00,4.1,0.00,0.00,0.00,0.00,0,9.1,14.0
2023-04-04T22:00,2.9,0.00,0.00,0.00,0.00,0,9.9,14.0
2023-04-04T23:00,1.7,0.00,0.00,0.00,0.00,0,9.0,10.8
2023-04-05T00:00,1.7,0.00,0.00,0.00,0.00,0,7.1,7.9
2023-04-05T01:00,1.5,0.00,0.00,0.00,0.00,0,7.0,7.2
2023-04-05T02:00,1.1,0.00,0.00,0.00,0.00,0,7.2,7.6
2023-04-05T03:00,0.7,0.00,0.00,0.00,0.00,0,6.4,7.6
2023-04-05T04:00,0.9,0.00,0.00,0.00,0.00,1,5.7,6.8
2023-04-05T05:00,1.5,0.00,0.00,0.00,0.00,0,4.8,5.0
2023-04-05T06:00,1.3,0.00,0.00,0.00,0.00,0,3.4,4.3
2023-04-05T07:00,1.8,0.00,0.00,0.00,0.00,0,3.0,9.4
2023-04-05T08:00,5.7,0.00,0.00,0.00,0.00,0,2.2,10.8
2023-04-05T09:00,8.0,0.00,0.00,0.00,0.00,0,1.6,12.2
2023-04-05T10:00,9.1,0.00,0.00,0.00,0.00,0,2.9,14.4
2023-04-05T11:00,9.9,0.00,0.00,0.00,0.00,4,4.0,15.1
2023-04-05T12:00,10.5,0.00,0.00,0.00,0.00,24,4.5,15.5
2023-04-05T13:00,11.0,0.00,0.00,0.00,0.00,29,4.1,14.4
2023-04-05T14:00,11.3,0.00,0.00,0.00,0.00,29,2.7,13.0
2023-04-05T15:00,11.4,0.00,0.00,0.00,0.00,29,2.2,11.5
2023-04-05T16:00,11.3,0.00,0.00,0.00,0.00,29,2.3,9.0
2023-04-05T17:00,10.9,0.00,0.00,0.00,0.00,30,1.4,4.0
2023-04-05T18:00,10.0,0.00,0.00,0.00,0.00,29,4.0,8.3
2023-04-05T19:00,8.1,0.00,0.00,0.00,0.00,29,7.3,11.9
2023-04-05T20:00,6.5,0.00,0.00,0.00,0.00,32,7.1,13.0
2023-04-05T21:00,5.8,0.00,0.00,0.00,0.00,49,8.4,13.3
2023-04-05T22:00,5.6,0.00,0.00,0.00,0.00,70,8.4,15.8
2023-04-05T23:00,5.3,0.00,0.00,0.00,0.00,74,9.1,16.9
2023-04-06T00:00,5.1,0.00,0.00,0.00,0.00,52,9.4,16.9
2023-04-06T01:00,4.8,0.00,0.00,0.00,0.00,77,9.5,15.8
2023-04-06T02:00,4.8,0.00,0.00,0.00,0.00,84,9.1,15.1
2023-04-06T03:00,4.9,0.00,0.00,0.00,0.00,90,9.6,14.0
2023-04-06T04:00,5.0,0.00,0.00,0.00,0.00,90,10.0,13.7
2023-04-06T05:00,5.2,0.10,0.10,0.00,0.00,95,10.1,14.0
2023-04-06T06:00,5.3,0.20,0.20,0.00,0.00,100,10.9,16.2
2023-04-06T07:00,6.1,0.60,0.60,0.00,0.00,100,12.3,22.7
2023-04-06T08:00,6.5,0.70,0.70,0.00,0.00,100,14.4,27.0
2023-04-06T09:00,7.1,0.70,0.70,0.00,0.00,100,16.9,32.0
2023-04-06T10:00,7.6,0.70,0.70,0.00,0.00,100,19.4,33.8
2023-04-06T11:00,7.8,0.60,0.60,0.00,0.00,100,20.5,35.3
2023-04-06T12:00,8.1,0.40,0.40,0.00,0.00,100,21.5,37.1
2023-04-06T13:00,8.5,0.40,0.40,0.00,0.00,100,19.0,36.4
2023-04-06T14:00,9.3,0.10,0.10,0.00,0.00,100,17.0,34.6
2023-04-06T15:00,10.4,0.00,0.00,0.00,0.00,92,16.2,28.8
2023-04-06T16:00,11.4,0.20,0.20,0.00,0.00,92,16.2,35.3
2023-04-06T17:00,11.0,0.10,0.10,0.00,0.00,72,18.3,24.5
2023-04-06T18:00,10.0,0.10,0.10,0.00,0.00,100,14.8,22.0
2023-04-06T19:00,9.1,0.10,0.10,0.00,0.00,100,13.0,23.8
2023-04-06T20:00,8.7,0.10,0.10,0.00,0.00,100,13.8,24.1
2023-04-06T21:00,8.2,0.10,0.10,0.00,0.00,60,11.6,20.5
2023-04-06T22:00,7.8,0.00,0.00,0.00,0.00,34,9.8,20.2
2023-04-06T23:00,7.0,0.00,0.00,0.00,0.00,32,8.6,18.7
2023-04-07T00:00,6.5,0.00,0.00,0.00,0.00,36,8.3,16.6
2023-04-07T01:00,6.2,0.00,0.00,0.00,0.00,29,8.4,15.8
2023-04-07T02:00,5.9,0.00,0.00,0.00,0.00,36,8.8,14.4
2023-04-07T03:00,5.7,0.00,0.00,0.00,0.00,22,8.2,14.0
2023-04-07T04:00,5.3,0.00,0.00,0.00,0.00,7,8.7,13.7
2023-04-07T05:00,5.1,0.00,0.00,0.00,0.00,9,8.9,14.8
2023-04-07T06:00,5.4,0.00,0.00,0.00,0.00,31,8.9,15.8
2023-04-07T07:00,7.4,0.00,0.00,0.00,0.00,36,8.9,20.9
2023-04-07T08:00,8.7,0.00,0.00,0.00,0.00,38,11.2,25.6
2023-04-07T09:00,9.5,0.10,0.10,0.00,0.00,41,12.8,28.8
2023-04-07T10:00,10.1,0.10,0.10,0.00,0.00,100,11.8,33.5
2023-04-07T11:00,10.4,0.10,0.10,0.00,0.00,100,12.7,36.7
2023-04-07T12:00,10.3,0.10,0.10,0.00,0.00,90,14.5,37.4
2023-04-07T13:00,10.8,0.00,0.00,0.00,0.00,74,18.4,38.2
2023-04-07T14:00,10.6,0.00,0.00,0.00,0.00,89,17.7,38.5
2023-04-07T15:00,10.4,0.00,0.00,0.00,0.00,100,17.5,37.4
2023-04-07T16:00,9.9,0.00,0.00,0.00,0.00,99,16.7,34.6
2023-04-07T17:00,9.2,0.00,0.00,0.00,0.00,63,14.8,28.8
2023-04-07T18:00,8.6,0.00,0.00,0.00,0.00,70,12.2,23.0
2023-04-07T19:00,7.6,0.00,0.00,0.00,0.00,53,8.8,15.8
2023-04-07T20:00,7.0,0.00,0.00,0.00,0.00,56,6.3,10.4
2023-04-07T21:00,6.4,0.00,0.00,0.00,0.00,62,4.7,9.4
2023-04-07T22:00,5.7,0.00,0.00,0.00,0.00,86,6.4,9.4
2023-04-07T23:00,5.1,0.00,0.00,0.00,0.00,88,5.0,9.4
2023-04-08T00:00,4.3,0.00,0.00,0.00,0.00,80,6.2,10.4
2023-04-08T01:00,4.2,0.00,0.00,0.00,0.00,81,5.6,9.4
2023-04-08T02:00,4.5,0.00,0.00,0.00,0.00,94,4.9,9.4
2023-04-08T03:00,4.9,0.00,0.00,0.00,0.00,92,4.7,8.6
2023-04-08T04:00,5.3,0.00,0.00,0.00,0.00,91,4.2,8.3
2023-04-08T05:00,5.5,0.00,0.00,0.00,0.00,89,3.4,7.2
2023-04-08T06:00,6.0,0.00,0.00,0.00,0.00,89,4.7,8.6
2023-04-08T07:00,7.5,0.00,0.00,0.00,0.00,83,4.1,11.2
2023-04-08T08:00,8.6,0.10,0.10,0.00,0.00,65,7.6,17.3
2023-04-08T09:00,9.5,0.00,0.00,0.00,0.00,90,7.0,17.3
2023-04-08T10:00,10.3,0.10,0.10,0.00,0.00,90,4.6,16.9
2023-04-08T11:00,11.0,0.00,0.00,0.00,0.00,90,5.2,17.3
2023-04-08T12:00,11.6,0.00,0.00,0.00,0.00,91,6.3,18.0
2023-04-08T13:00,11.9,0.00,0.00,0.00,0.00,91,6.2,16.9
2023-04-08T14:00,12.1,0.00,0.00,0.00,0.00,92,5.2,14.4
2023-04-08T15:00,12.0,0.10,0.10,0.00,0.00,100,6.1,10.4
2023-04-08T16:00,11.9,0.00,0.00,0.00,0.00,100,6.5,7.9
2023-04-08T17:00,11.6,0.00,0.00,0.00,0.00,100,7.0,9.0
2023-04-08T18:00,10.6,0.00,0.00,0.00,0.00,100,7.2,11.5
2023-04-08T19:00,9.6,0.00,0.00,0.00,0.00,62,8.9,15.8
2023-04-08T20:00,8.9,0.00,0.00,0.00,0.00,61,8.7,15.5
2023-04-08T21:00,8.5,0.00,0.00,0.00,0.00,84,8.3,14.0
2023-04-08T22:00,8.3,0.00,0.00,0.00,0.00,53,7.9,13.3
2023-04-08T23:00,8.1,0.00,0.00,0.00,0.00,30,7.6,13.0
2023-04-09T00:00,7.6,0.00,0.00,0.00,0.00,9,7.4,11.9
2023-04-09T01:00,7.2,0.00,0.00,0.00,0.00,3,7.2,10.8
2023-04-09T02:00,6.4,0.00,0.00,0.00,0.00,10,6.4,11.2
2023-04-09T03:00,6.1,0.00,0.00,0.00,0.00,16,6.5,9.4
2023-04-09T04:00,5.7,0.00,0.00,0.00,0.00,15,6.0,9.7
2023-04-09T05:00,5.5,0.00,0.00,0.00,0.00,17,5.9,10.4
2023-04-09T06:00,5.7,0.00,0.00,0.00,0.00,25,6.3,12.6
2023-04-09T07:00,6.9,0.00,0.00,0.00,0.00,34,5.2,13.3
2023-04-09T08:00,8.7,0.00,0.00,0.00,0.00,41,5.6,15.5
2023-04-09T09:00,10.6,0.00,0.00,0.00,0.00,37,7.1,19.1
2023-04-09T10:00,12.0,0.00,0.00,0.00,0.00,48,5.3,21.2
2023-04-09T11:00,13.5,0.00,0.00,0.00,0.00,55,5.1,22.3
2023-04-09T12:00,14.5,0.00,0.00,0.00,0.00,87,5.0,20.2
2023-04-09T13:00,14.5,0.00,0.00,0.00,0.00,90,5.0,15.8
2023-04-09T14:00,14.6,0.00,0.00,0.00,0.00,90,6.1,16.9
2023-04-09T15:00,14.6,0.00,0.00,0.00,0.00,98,8.4,17.6
2023-04-09T16:00,14.4,0.00,0.00,0.00,0.00,100,7.4,15.1
2023-04-09T17:00,14.0,0.00,0.00,0.00,0.00,100,7.7,17.6
2023-04-09T18:00,13.0,0.00,0.00,0.00,0.00,100,6.3,17.6
2023-04-09T19:00,12.5,0.00,0.00,0.00,0.00,100,8.4,14.4
2023-04-09T20:00,11.9,0.00,0.00,0.00,0.00,100,10.0,17.3
2023-04-09T21:00,11.5,0.00,0.00,0.00,0.00,95,9.4,16.6
2023-04-09T22:00,11.2,0.00,0.00,0.00,0.00,85,12.7,18.4
2023-04-09T23:00,10.8,0.00,0.00,0.00,0.00,69,12.9,21.2
2023-04-10T00:00,10.5,0.00,0.00,0.00,0.00,55,13.2,23.4
